noun,h_adj,h_verb,h_adj_norm,h_verb_norm,delta,ratio,tau_entropy,variety_adj,variety_verb
rissole,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
jackrabbit,4.72800433458416,1.0,0.9732447161333535,1.0,3.72800433458416,4.72800433458416,1.1337764193332325,29,2
footprint,6.550442659215734,4.6707463142131616,0.8126398408684745,0.7570183289296555,1.8796963450025723,1.4024402565565643,1.9368007956576274,267,72
darting,2.622733639029705,1.584962500721156,0.934236572092358,1.0,1.0377711383085488,1.6547606885565835,1.32881713953821,7,3
soaring,2.2098886380147267,0.4689955935892812,0.9517472323456809,0.4689955935892812,1.7408930444254453,4.711960342957971,1.2412638382715953,5,2
loaf,6.452733575099361,5.557859127951729,0.8320860326212559,0.9162178387839217,0.8948744471476324,1.1610106385473333,1.8395698368937206,216,67
profane,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
bufa,0.9709505944546686,0.0,0.9709505944546686,0.0,0.9709505944546686,,1.145247027726657,2,1
firehouse,2.578648289662812,2.0,0.7453965199862993,1.0,0.5786482896628118,1.289324144831406,2.2730174000685035,11,4
sequel,5.717220429697831,3.4565324487595586,0.9458715492074252,0.8847272182755314,2.2606879809382727,1.6540334900514424,1.270642253962874,66,15
schot,1.0,0.9182958340544896,1.0,0.9182958340544896,0.08170416594551044,1.0889736868180786,1.0,2,2
manwhore,2.491967413403467,0.0,0.8876567026933028,0.0,2.491967413403467,,1.561716486533486,7,1
dienst,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
jetty,4.808800918948545,3.969815782426811,0.8014668198247574,0.9924539456067027,0.8389851365217336,1.2113410753807947,1.9926659008762129,64,16
manual,6.4388459210346225,4.719315905728939,0.8838010212207842,0.9355565394103548,1.7195300153056836,1.3643600152340485,1.580994893896079,156,33
sai,2.4182958340544896,0.0,0.9355245321275765,0.0,2.4182958340544896,,1.3223773393621177,6,1
synonyms,2.321928094887362,0.0,1.0,0.0,2.321928094887362,,1.0,5,1
submissiveness,3.2319461881351814,2.0,0.9729127470005543,1.0,1.2319461881351814,1.6159730940675907,1.1354362649972285,10,4
frankincense,1.5566567074628228,1.0,0.9821410328348752,1.0,0.5566567074628228,1.5566567074628228,1.089294835825624,3,2
enactment,3.877770676250838,2.5216406363433186,0.9694426690627095,0.9755037590061086,1.3561300399075193,1.5377967107454575,1.1527866546864525,16,6
wail,7.171706401385228,4.3514896553588835,0.8310823989702102,0.7710135604168493,2.820216746026344,1.648103745932897,1.8445880051489492,396,50
canvass,4.034583111287234,2.0,0.9675433274919176,1.0,2.034583111287234,2.017291555643617,1.1622833625404119,18,4
internet,4.832859999331405,4.80827674370695,0.902064972055445,0.8861117105538143,0.024583255624455624,1.0051126956568441,1.489675139722775,41,43
asi,1.287054028118727,0.0,0.8120406807941002,0.0,1.287054028118727,,1.939796596029499,3,1
sortir,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,2
rupiah,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
nobody,3.2720552088742,2.0,0.9849867653397076,1.0,1.2720552088742,1.6360276044371,1.0750661733014617,10,4
groove,5.946244067936533,5.393899571195734,0.7793899753337898,0.8438097194571086,0.5523444967407993,1.10240170204325,2.103050123331051,198,84
scummy,0.9709505944546686,0.0,0.9709505944546686,0.0,0.9709505944546686,,1.145247027726657,2,1
sabbat,2.270942421748537,0.0,0.9780416657815159,0.0,2.270942421748537,,1.1097916710924207,5,1
mage,6.582480475637124,6.066793601669368,0.7599456371816189,0.9652196296146578,0.5156868739677556,1.0850015523563974,2.2002718140919058,405,78
brainstorm,3.3432411918327194,1.1488348542809166,0.903471329486267,0.72483409150576,2.194406337551803,2.910114695227744,1.4826433525686653,13,3
heartrate,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,2
criada,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
crankiness,1.974937501201927,1.0,0.9874687506009635,1.0,0.974937501201927,1.974937501201927,1.0626562469951826,4,2
chubby,2.6115430312159433,1.584962500721156,0.6684453959758712,1.0,1.0265805304947873,1.6477002011263322,2.6577730201206444,15,3
assist,4.559334524478786,2.6464393446710153,0.9699804269124616,0.9426807148172599,1.9128951798077711,1.7228184479873532,1.1500978654376923,26,7
tortoiseshell,4.03641423712223,1.0,0.9679824542950046,1.0,3.03641423712223,4.03641423712223,1.1600877285249769,18,2
murble,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
planetside,0.0,1.584962500721156,0.0,1.0,-1.584962500721156,0.0,6.0,1,3
bowel,5.653964667427624,5.1443313406480105,0.8473627470752715,0.9422833181180246,0.5096333267796131,1.0990669715911838,1.7631862646236427,102,44
yearbook,2.7801638187056095,1.9219280948873623,0.7116052396836017,0.9609640474436811,0.8582357238182472,1.4465493407902679,2.441973801581992,15,4
coursing,2.8930441481934386,2.0,0.8069942565958416,1.0,0.8930441481934386,1.4465220740967193,1.9650287170207923,12,4
volunteerism,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
inne,1.0,0.0,1.0,0.0,1.0,,1.0,2,1
midword,0.0,1.584962500721156,0.0,1.0,-1.584962500721156,0.0,6.0,1,3
dancing,6.780729062537979,5.68281964649223,0.8346415325759413,0.927158956566625,1.0979094160457494,1.193198004572157,1.8267923371202934,279,70
fakir,2.4700167447157355,0.0,0.8233389149052451,0.0,2.4700167447157355,,1.8833054254737744,8,1
bande,0.9709505944546686,1.0,0.9709505944546686,1.0,-0.02904940554533142,0.9709505944546686,1.145247027726657,2,2
stakeout,4.578911046556419,1.9219280948873623,0.9331593923562044,0.9609640474436811,2.6569829516690566,2.3824570017666415,1.3342030382189782,30,4
halitosis,2.7433083521553945,0.0,0.9771861514912166,0.0,2.7433083521553945,,1.1140692425439171,7,1
preliminary,4.355902139692973,2.321928094887362,0.9060912311064806,1.0,2.033974044805611,1.875984940827498,1.469543844467597,28,5
appointment,6.467937884883872,4.499590787051474,0.7706974794981347,0.7292780359566166,1.9683470978323978,1.4374502462527778,2.1465126025093264,336,72
spoiling,0.0,1.5,0.0,0.9463946303571862,-1.5,0.0,6.0,1,3
harpist,3.5100860031102536,2.321928094887362,0.9791137291963751,1.0,1.1881579082228915,1.5117117583611173,1.1044313540181245,12,5
sheer,3.187118567894228,2.0,0.8612810397287786,1.0,1.187118567894228,1.593559283947114,1.6935948013561073,13,4
buss,1.780672129520887,0.0,0.7668937437992748,0.0,1.780672129520887,,2.1655312810036262,5,1
hassock,3.776262589899541,0.0,0.9665647136738847,0.0,3.776262589899541,,1.1671764316305762,15,1
exterior,7.28225743160297,5.759408883663806,0.8330704037356398,0.9110209412728888,1.522848547939164,1.2644105634275467,1.834647981321801,428,80
qual,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
winos,2.139948282380958,0.0,0.7622649582235647,0.0,2.139948282380958,,2.188675208882177,7,1
transport,7.203742117901204,6.249766423772464,0.829637983586849,0.9469468117553762,0.9539756941287392,1.1526418156205114,1.8518100820657548,411,97
vignette,4.353713011525338,2.321928094887362,0.8872651482023557,1.0,2.031784916637976,1.8750421346430792,1.5636742589882215,30,5
interdite,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
tuft,5.990379118812099,5.30065318276905,0.8402498686858262,0.9490937821130591,0.6897259360430485,1.1301209326965884,1.798750656570869,140,48
spam,3.641453029655883,1.584962500721156,0.9564259450988974,1.0,2.056490528934727,2.2975010626428234,1.2178702745055128,14,3
herbicide,2.5306390622295662,0.9182958340544896,0.9789848253208955,0.9182958340544896,1.6123432281750767,2.755799349601976,1.1050758733955226,6,2
neutron,4.085568648211848,3.0,0.9031751278970115,1.0,1.085568648211848,1.361856216070616,1.4841243605149426,23,8
armada,5.257154218483761,3.6531071683628116,0.890003654781112,0.9350420952327233,1.6040470501209492,1.439091156156753,1.54998172609444,60,15
gayety,2.321928094887362,0.0,1.0,0.0,2.321928094887362,,1.0,5,1
prador,2.528212945841002,1.0,0.9780462753853016,1.0,1.5282129458410019,2.528212945841002,1.1097686230734918,6,2
sidhe,5.497912726584613,2.6535442970305683,0.9345990705965128,0.884514765676856,2.844368429554045,2.0719129251910426,1.327004647017436,59,8
combing,2.3018796874098553,1.3516441151533924,0.8904886189906717,0.8527924884900406,0.9502355722564628,1.703022017114782,1.5475569050466418,6,3
haint,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,2
aggro,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
duplication,4.38004476629818,3.0,0.9111132498666169,1.0,1.3800447662981803,1.4600149220993934,1.4444337506669154,28,8
rab,1.9362600275315274,0.0,0.9681300137657637,0.0,1.9362600275315274,,1.1593499311711817,4,1
bulletin,5.586739418417645,4.198934896284056,0.8693602943031297,0.9158057226473755,1.3878045221335888,1.3305134650603319,1.6531985284843516,86,24
mousey,0.9709505944546686,0.0,0.9709505944546686,0.0,0.9709505944546686,,1.145247027726657,2,1
hue,6.963499741458159,4.590079890567937,0.8019698359071831,0.6730145815620182,2.3734198508902224,1.5170759349455585,1.9901508204640845,411,113
ironing,0.9910760598382222,0.0,0.9910760598382222,0.0,0.9910760598382222,,1.0446197008088889,2,1
yelk,4.323856189774723,1.0,0.9844134140558707,1.0,3.323856189774723,4.323856189774723,1.0779329297206466,21,2
rubdown,2.5556229846618126,1.584962500721156,0.7693191759915161,1.0,0.9706604839406565,1.61241857993423,2.1534041200424197,10,3
bugbear,3.327830483595914,1.0,0.9619587407560256,1.0,2.327830483595914,3.327830483595914,1.190206296219872,11,2
glower,5.896720523003798,3.8120607396830883,0.9224699170900175,0.9326227265510734,2.0846597833207094,1.5468590155502127,1.3876504145499127,84,17
unexpectedness,1.5709505944546687,2.0,0.7854752972273343,1.0,-0.42904940554533133,0.7854752972273343,2.0726235138633284,4,4
defeat,7.107793522651385,5.790462281934574,0.861272467765733,0.8428173056707371,1.3173312407168112,1.22750018505892,1.6936376611713353,305,117
cul,1.9220231428515733,0.0,0.9610115714257866,0.0,1.9220231428515733,,1.1949421428710667,4,1
pratfall,1.974937501201927,0.9182958340544896,0.9874687506009635,0.9182958340544896,1.0566416671474375,2.150654971919146,1.0626562469951826,4,2
pallor,6.254988072515253,4.00216541983998,0.8481294413056293,0.6954376464067148,2.252822652675273,1.5629009339562352,1.7593527934718536,166,54
christening,2.746439344671015,2.807354922057604,0.978301433528062,1.0,-0.06091557738658926,0.978301433528062,1.10849283235969,7,7
blonde,6.914591783310859,4.906990120390022,0.7969831751191067,0.9159015378964706,2.0076016629208375,1.4091309771704346,2.0150841244044666,409,41
merch,3.0,0.0,1.0,0.0,3.0,,1.0,8,1
dragonslayer,2.9715569074218466,0.0,0.937421833661614,0.0,2.9715569074218466,,1.3128908316919299,9,1
řekl,0.0,1.584962500721156,0.0,1.0,-1.584962500721156,0.0,6.0,1,3
brunette,5.8952064114814045,4.720049960644813,0.7719649327298906,0.9926733195048665,1.1751564508365915,1.2489711889990358,2.1401753363505467,199,27
domate,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
scaffold,4.9443034110776996,3.984183719779189,0.8951295288099174,0.974732706942589,0.9601196912985106,1.2409827856411506,1.524352355950413,46,17
focaccia,2.321928094887362,0.0,1.0,0.0,2.321928094887362,,1.0,5,1
phantasy,2.9511430177077886,0.9182958340544896,0.9837143392359295,0.9182958340544896,2.032847183653299,3.213717092320681,1.0814283038203523,8,2
boire,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
oxford,3.1700027224521503,1.0,0.7334695656325505,1.0,2.1700027224521503,3.1700027224521503,2.3326521718372475,20,2
macro,3.079079570624175,1.3709505944546687,0.97134145736041,0.8649735207179273,1.7081289761695064,2.245944954602072,1.14329271319795,9,3
doggedness,2.146240625180289,1.0,0.8302792108518124,1.0,1.146240625180289,2.146240625180289,1.8486039457409378,6,2
sapwood,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
theocracy,4.210807487109297,0.0,0.9912616149365042,0.0,4.210807487109297,,1.043691925317479,19,1
mulish,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
salaam,3.206238928653389,2.0,0.9651740907902175,1.0,1.2062389286533892,1.6031194643266946,1.1741295460489123,10,4
rutabagas,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
squaw,3.668680041240666,2.807354922057604,0.8488526325971368,1.0,0.861325119183062,1.3068101978896804,1.7557368370143158,20,7
talon,6.231241045035456,5.623548708151742,0.8042186308470135,0.9056431181655453,0.6076923368837139,1.1080620740428229,1.9789068457649326,215,74
main,4.821183331310328,3.923145226126058,0.9059091452103445,0.8556548119006421,0.8980381051842699,1.228907688454614,1.4704542739482775,40,24
distaff,0.0,2.6808518549795144,0.0,0.8936172849931715,-2.6808518549795144,0.0,6.0,1,8
racehorse,4.519127481650524,2.584962500721156,0.9302480775826606,1.0,1.934164980929368,1.7482371525272695,1.3487596120866971,29,6
thwock,1.9219280948873623,1.0,0.9609640474436811,1.0,0.9219280948873623,1.9219280948873623,1.1951797627815943,4,2
drunke,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
apothecarion,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
sketchpad,2.9576380199337655,2.0,0.9330309135351921,1.0,0.9576380199337655,1.4788190099668828,1.3348454323240397,9,4
parlor,5.675556209916632,4.543102470584687,0.7151083687496398,0.8720881351120775,1.132453739331945,1.2492688084110506,2.4244581562518013,245,37
rob,1.4591479170272446,0.0,0.920619835714305,0.0,1.4591479170272446,,1.3969008214284753,3,1
spinning,6.0670948809602105,3.7019744320475594,0.9569776695347192,0.7217333143477973,2.365120448912651,1.6388808167982145,1.215111652326404,81,35
soaker,2.1610072790013106,0.0,0.9306951768918331,0.0,2.1610072790013106,,1.3465241155408343,5,1
mirage,5.407782709588515,4.461092201874919,0.915504125573095,0.9729833561721053,0.9466905077135959,1.2122104778098328,1.422479372134525,60,24
noodle,6.139630971183643,4.669263391800317,0.8611849125067548,0.9515727528099222,1.4703675793833266,1.3149035417375332,1.6940754374662261,140,30
bioluminescent,1.584962500721156,0.0,1.0,0.0,1.584962500721156,,1.0,3,1
fiddler,4.311080394941522,3.0,0.9667331542711023,1.0,1.3110803949415217,1.4370267983138405,1.1663342286444887,22,8
hypnotist,3.7168896489418497,1.0,0.9513677329792043,1.0,2.7168896489418497,3.7168896489418497,1.2431613351039785,15,2
suavemente,1.9709505944546686,0.0,0.9854752972273343,0.0,1.9709505944546686,,1.0726235138633284,4,1
achteren,0.0,2.0,0.0,1.0,-2.0,0.0,6.0,1,4
dankness,1.9591904234199458,0.0,0.9795952117099729,0.0,1.9591904234199458,,1.1020239414501356,4,1
catsup,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
strife,5.241599192383794,4.001972787964548,0.8222065524191344,0.8728474414643717,1.239626404419246,1.3097538314471486,1.8889672379043279,83,24
aphid,3.2817601869480115,1.0,0.987908254847186,1.0,2.2817601869480115,3.2817601869480115,1.0604587257640699,10,2
seaplane,4.617506747581541,2.321928094887362,0.9605088083667421,1.0,2.295578652694179,1.988651912929086,1.1974559581662894,28,5
tranen,0.0,1.584962500721156,0.0,1.0,-1.584962500721156,0.0,6.0,1,3
laquelle,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
employment,6.418182131286096,4.278235663675268,0.8412481485521546,0.7884310583938957,2.1399464676108275,1.500193686332015,1.7937592572392271,198,43
kimono,5.183001735352055,2.2132982820604443,0.9183440472389031,0.7377660940201481,2.9697034532916105,2.3417547365224536,1.4082797638054847,50,8
guidance,6.566964329612993,3.772747447966429,0.8575062655821711,0.7415773963744974,2.7942168816465642,1.7406318393118765,1.7124686720891442,202,34
playhouse,4.411726603464048,3.323231428797621,0.9278298595827383,0.9606293157795306,1.0884951746664275,1.32754118934782,1.3608507020863083,27,11
eave,5.685446585577319,4.593069207771891,0.899321615216602,0.9890636186980422,1.0923773778054278,1.237831682561418,1.5033919239169897,80,25
maison,1.9591479170272448,2.5216406363433186,0.9795739585136224,0.9755037590061086,-0.5624927193160738,0.7769338298213041,1.102130207431888,4,6
dashing,3.8509489735616422,2.0,0.9856812929162243,1.0,1.8509489735616422,1.9254744867808211,1.0715935354188786,15,4
restitution,3.265658428599281,3.189898095464288,0.8577236678618932,0.9602550098461565,0.0757603331349932,1.0237500794281538,1.7113816606905337,14,10
yogi,2.483215692534584,0.0,0.9606389616258701,0.0,2.483215692534584,,1.1968051918706493,6,1
geur,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
sil,0.9182958340544896,0.0,0.9182958340544896,0.0,0.9182958340544896,,1.4085208297275522,2,1
eating,5.064017978384131,4.178741471118884,0.7638777438893186,0.851606814885724,0.8852765072652469,1.2118524233632977,2.180611280553407,99,30
declivity,3.8630674512739303,2.75,0.9451015461934408,0.979569764547061,1.1130674512739303,1.4047518004632473,1.274492269032796,17,7
frère,0.0,0.7219280948873623,0.0,0.7219280948873623,-0.7219280948873623,0.0,6.0,1,2
duchy,4.729116076520059,2.6416041678685933,0.9374993239270346,0.9409583900892993,2.0875119086514657,1.7902440244617712,1.312503380364827,33,7
dingo,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
shipscat,3.121928094887362,1.0,0.9848586617875466,1.0,2.121928094887362,3.121928094887362,1.0757066910622672,9,2
clapping,4.75329862344256,2.872905595320056,0.8605495260590316,0.8648307589022238,1.8803930281225036,1.6545265640422195,1.697252369704842,46,10
lumma,1.584962500721156,0.0,1.0,0.0,1.584962500721156,,1.0,3,1
schol,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
swoon,4.99965060064515,1.613824394358762,0.9331968399626488,0.624312497341271,3.3858262062863886,3.0980140206839013,1.334015800186756,41,6
emergency,6.072717175457717,3.9540984884334285,0.7662915902041388,0.7590236846195552,2.1186186870242882,1.5358032161367994,2.168542048979306,243,37
gunship,5.332921184611086,3.521640636343319,0.9310396725852865,0.9823368126263248,1.8112805482677672,1.5143286142189973,1.3448016370735674,53,12
kilt,5.565499585013402,2.4348225451324987,0.8880946476910421,0.5956806556283447,3.1306770398809034,2.2857926940669664,1.5595267615447896,77,17
digger,5.14647621212625,3.9219280948873623,0.7870241969630651,0.9804820237218406,1.2245481172388875,1.3122311494785466,2.0648790151846743,93,16
tare,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
reemerge,1.0,0.0,1.0,0.0,1.0,,1.0,2,1
shapeless,0.0,1.0,0.0,1.0,-1.0,0.0,6.0,1,2
neckline,4.465192889814654,4.270029170364227,0.6610314218237585,0.7821380445149798,0.1951637194504272,1.0457054768630023,2.6948428908812074,108,44
hypo,3.3159573209491744,3.169925001442312,0.9249629027589917,1.0,0.14603231950686224,1.0460680676799665,1.3751854862050412,12,9
effete,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
hemostat,0.0,0.0,0.0,0.0,0.0,,6.0,1,1
silky,3.397088639341288,1.6644977792004614,0.8922437516031217,0.8322488896002307,1.7325908601408266,2.040909084885096,1.5387812419843914,14,4
cyanosis,1.5304930567574826,1.0,0.9656336071428252,1.0,0.5304930567574826,1.5304930567574826,1.1718319642858739,3,2
